Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,129.06309509277344,129.94264221191406,128.8432159423828,129.46463012695312,115.26165008544922,3293436
2020-01-03,127.69598388671875,128.92926025390625,127.6864242553711,128.43212890625,114.34242248535156,2482890
2020-01-06,127.55258178710938,128.33651733398438,127.34225463867188,128.2026824951172,114.13814544677734,2537073
2020-01-07,127.81070709228516,129.0248565673828,127.53346252441406,128.28871154785156,114.21473693847656,3232977
2020-01-08,128.5946502685547,129.88528442382812,128.0305938720703,129.35946655273438,115.16802215576172,4545916
2020-01-09,129.7705535888672,130.77438354492188,129.35946655273438,130.72657775878906,116.38516998291016,3902208
2020-01-10,130.9751434326172,131.806884765625,130.31549072265625,130.67877197265625,116.34259033203125,3405148
2020-01-13,129.52198791503906,130.6309814453125,129.13002014160156,130.5927276611328,116.2659912109375,3693426
2020-01-14,130.28680419921875,131.10899353027344,129.5889129638672,129.84703063964844,115.60210418701172,3850326
2020-01-15,130.0191192626953,131.988525390625,129.7418670654297,130.6118621826172,116.28302764892578,4232011
2020-01-16,131.28106689453125,132.11280822753906,130.98471069335938,131.91204833984375,117.4405746459961,4519661
2020-01-17,130.53536987304688,132.2466583251953,130.17208862304688,132.2275390625,117.72146606445312,5881972
2020-01-21,131.74952697753906,133.2218017578125,131.5487518310547,133.04971313476562,118.45343017578125,7577329
2020-01-22,137.0172119140625,139.3785858154297,136.28106689453125,137.5621337890625,122.47079467773438,17228038
2020-01-23,137.85850524902344,138.0592803955078,135.89866638183594,136.58700561523438,121.60265350341797,5918059
2020-01-24,137.08413696289062,137.5908203125,134.28298950195312,134.3785858154297,119.63651275634766,5836889
2020-01-27,132.4091796875,133.91014099121094,132.02676391601562,132.52389526367188,117.98529815673828,4358264
2020-01-28,133.36520385742188,134.29254150390625,132.64817810058594,133.41299438476562,118.77684783935547,3610374
2020-01-29,133.04971313476562,133.44168090820312,131.5487518310547,131.63479614257812,117.1937484741211,3194275
2020-01-30,130.74569702148438,130.9464569091797,129.034423828125,130.75526428222656,116.41069793701172,5290563
2020-01-31,136.6156768798828,137.71510314941406,134.5984649658203,137.4091796875,122.33462524414062,19868352
2020-02-03,137.90631103515625,140.8030548095703,137.5717010498047,139.8374786376953,124.49654388427734,9295488
2020-02-04,141.28106689453125,142.81069946289062,140.420654296875,142.55258178710938,126.91378021240234,5879566
2020-02-05,143.6042022705078,150.51625061035156,143.54684448242188,149.45506286621094,133.05902099609375,15048593
2020-02-06,149.92352294921875,151.76864624023438,148.5850830078125,149.86614990234375,133.42501831054688,8786923
2020-02-07,147.7533416748047,148.69981384277344,146.1950225830078,146.66348266601562,132.00057983398438,6718876
2020-02-10,146.24282836914062,147.64817810058594,144.91395568847656,147.6386260986328,132.8782501220703,5480831
2020-02-11,148.29827880859375,148.3938751220703,146.0133819580078,146.73040771484375,132.060791015625,4011515
2020-02-12,146.988525390625,148.75717163085938,146.76864624023438,148.47991943359375,133.6354217529297,4641939
2020-02-13,147.58126831054688,148.02102661132812,146.66348266601562,147.52389526367188,132.7749786376953,3996452
2020-02-14,147.62905883789062,147.76290893554688,143.18356323242188,144.07266235351562,129.6687774658203,6379763
2020-02-18,143.2026824951172,144.72274780273438,143.0592803955078,144.45506286621094,130.01292419433594,3496778
2020-02-19,144.87571716308594,145.2103271484375,143.69981384277344,144.22561645507812,129.80642700195312,2858613
2020-02-20,144.17782592773438,144.9521942138672,142.93499755859375,144.56979370117188,130.11619567871094,3013003
2020-02-21,144.397705078125,144.397705078125,142.29444885253906,143.25047302246094,128.92881774902344,3699597
2020-02-24,139.11090087890625,141.53919982910156,138.9866180419922,139.9904327392578,125.99468231201172,5703210
2020-02-25,140.06692504882812,140.602294921875,135.0478057861328,135.47801208496094,121.93339538574219,6497229
2020-02-26,136.6156768798828,137.72467041015625,133.46080017089844,133.6042022705078,120.24691772460938,5656663
2020-02-27,131.20458984375,132.5908203125,127.16061401367188,127.25621032714844,114.53357696533203,8808471
2020-02-28,124.26386260986328,125.3250503540039,120.80306243896484,124.42638397216797,111.98666381835938,13607832
2020-03-02,125.0,128.52772521972656,122.32313537597656,128.3938751220703,115.55750274658203,8923844
2020-03-03,128.5659637451172,130.11471557617188,122.17973327636719,123.23136138916016,110.91111755371094,8259321
2020-03-04,125.79350280761719,128.374755859375,123.32695770263672,128.31739807128906,115.4886703491211,5226234
2020-03-05,124.76099395751953,126.47227478027344,122.8011474609375,123.85277557373047,111.47040557861328,5696725
2020-03-06,121.12810516357422,122.6864242553711,119.04397583007812,122.11280822753906,109.9043960571289,8570192
2020-03-09,114.87571716308594,117.02677154541016,112.12236785888672,112.62906646728516,101.36880493164062,11252345
2020-03-10,117.38050079345703,119.38814544677734,110.6692123413086,119.2829818725586,107.35749053955078,11935592
2020-03-11,115.68833923339844,117.18929290771484,111.26194763183594,112.78202819824219,101.5064697265625,8835039
2020-03-12,104.82791900634766,104.97132110595703,97.78202819824219,98.2887191772461,88.462158203125,13088284
2020-03-13,103.90057373046875,104.35946655273438,96.37667083740234,103.20267486572266,92.88483428955078,13077197
2020-03-16,93.69024658203125,102.6864242553711,90.82218170166016,94.7227554321289,85.25270080566406,11054128
2020-03-17,96.18547058105469,102.67686462402344,92.82982635498047,101.95984649658203,91.7662582397461,9684182
2020-03-18,95.03823852539062,102.22753143310547,95.02867889404297,98.99617767333984,89.09889221191406,9176035
2020-03-19,97.82982635498047,99.13002014160156,93.91969299316406,95.9273452758789,86.33686065673828,8782739
2020-03-20,96.4818344116211,96.54875946044922,90.54492950439453,91.19503021240234,82.0776596069336,11031639
2020-03-23,90.43977355957031,93.44168090820312,86.57743835449219,90.602294921875,81.54419708251953,10176952
2020-03-24,95.59273529052734,101.37667083740234,94.89483642578125,100.84130096435547,90.75955200195312,8340699
2020-03-25,100.84130096435547,107.53346252441406,98.3078384399414,101.19503021240234,91.0779037475586,9052084
2020-03-26,102.20841217041016,108.17399597167969,100.9273452758789,107.92543029785156,97.13540649414062,7482561
2020-03-27,103.80496978759766,106.5965576171875,102.9158706665039,103.27915954589844,92.95365905761719,6718458
2020-03-30,103.33651733398438,108.4703598022461,103.06883239746094,107.96366882324219,97.16983795166016,5820467
2020-03-31,107.07456970214844,108.80496978759766,105.3250503540039,106.05162811279297,95.44895935058594,6635092
